ID,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,target
9714,0.178082192,0.097373032,0.533333333,0.0,0.0,0.357142857, <=50K
1826,0.068493151,0.129470532,0.533333333,1.0,0.0,0.397959184, >50K
9507,0.095890411,0.068717486,0.533333333,0.0,0.0,0.397959184, <=50K
27887,0.082191781,0.300916858,0.533333333,0.0,0.0,0.40292119397786774, <=50K
13104,0.643835616,0.106843835,0.4,0.0,0.0,0.397959184, <=50K
24015,0.561643836,0.12061898170940379,0.8,0.010571181614195877,0.0,0.5, >50K
19696,0.178082192,0.259219516,0.733333333,0.010571181614195877,0.0,0.244897959, <=50K
24628,0.534246575,0.111377868,0.533333333,0.0,0.0,0.5, <=50K
23523,0.191780822,0.693373494,0.8,0.086140861,0.0,0.397959184, >50K
27094,0.29574362800609366,0.112224094,0.666666667,0.0,0.0,0.397959184, <=50K
5974,0.438356164,0.070291765,0.533333333,0.0,0.0,0.397959184, <=50K
18919,0.397260274,0.205433912,0.606239945306586,0.0,0.0,0.479591837, <=50K
7657,0.547945205,0.033686041,0.533333333,0.010571181614195877,0.0,0.602040816, >50K
16258,0.29574362800609366,0.102121677,0.533333333,0.0,0.0,0.397959184, <=50K
20827,0.410958904,0.12061898170940379,0.4,0.068490685,0.0,0.397959184, <=50K
12981,0.0,0.169728067,0.606239945306586,0.0,0.0,0.40292119397786774, <=50K
23438,0.04109589,0.152339007,0.4,0.0,0.0,0.40292119397786774, <=50K
4155,0.29574362800609366,0.064402141,0.2,0.0,0.0,0.295918367, <=50K
3793,0.02739726,0.12061898170940379,0.6,0.010571181614195877,0.0,0.193877551, <=50K
20736,0.342465753,0.108672797,0.866666667,0.0,0.436639118,0.397959184, >50K
28891,0.082191781,0.013998723,0.733333333,0.0,0.0,0.193877551, <=50K
26974,0.424657534,0.078900721,0.533333333,0.010571181614195877,0.0,0.418367347, >50K
6382,0.561643836,0.120650358,0.606239945306586,0.0,0.0,0.653061224, >50K
29410,0.068493151,0.1183684,0.533333333,0.0,0.0,0.459183673, <=50K
13182,0.616438356,0.125644178,0.533333333,0.0,0.0,0.397959184, <=50K
23768,0.232876712,0.102433409,0.866666667,0.0,0.0,0.40292119397786774, <=50K
9971,0.0,0.10630255,0.2,0.0,0.0,0.448979592, <=50K
