ID,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,target
9714,,0.09737303215115253,0.5333333333333333,,,, <=50K
1826,0.0684931506849315,,,,0.0,0.39795918367346933,
9507,0.0958904109589041,0.06871748550006113,0.5333333333333333,,,, <=50K
27887,0.0821917808219178,0.3009168579617229,,0.0,0.0,0.39795918367346933, <=50K
13104,0.6438356164383561,,0.4,0.0,0.0,0.39795918367346933, <=50K
24015,0.5616438356164384,,,,,0.5, >50K
19696,0.1780821917808219,,,,0.0,, <=50K
24628,0.5342465753424657,,,0.0,0.0,0.5, <=50K
23523,,0.6933734939759036,0.8,0.08614086140861409,0.0,, >50K
27094,,0.112224093668926,0.6666666666666666,0.0,0.0,0.39795918367346933, <=50K
5974,0.4383561643835617,0.0702917645780416,,0.0,,0.39795918367346933, <=50K
18919,,,,0.0,0.0,0.47959183673469385, <=50K
7657,0.547945205479452,0.033686040667744256,,0.0,,0.6020408163265305, >50K
16258,,0.10212167723883131,0.5333333333333333,0.0,0.0,, <=50K
20827,,0.1725024109968623,0.4,,,0.39795918367346933, <=50K
12981,0.0,,0.33333333333333337,,0.0,, <=50K
23438,0.0410958904109589,0.1523390065334619,0.4,,0.0,, <=50K
4155,0.6712328767123288,0.06440214069355212,0.2,0.0,0.0,,
3793,,0.02722524823080371,0.6,0.0,,, <=50K
20736,0.3424657534246575,0.10867279716385271,0.8666666666666667,0.0,,0.39795918367346933, >50K
28891,,0.013998723190394047,,0.0,0.0,0.19387755102040813, <=50K
26974,0.4246575342465753,0.07890072126159656,,0.0,0.0,0.4183673469387755,
6382,,,,0.0,,0.6530612244897959, >50K
29410,0.0684931506849315,0.1183684003205607,,0.0,,0.4591836734693877, <=50K
13182,0.6164383561643836,0.12564417761236604,0.5333333333333333,0.0,0.0,,
23768,0.2328767123287671,,0.8666666666666667,,,0.39795918367346933,
9971,,0.10630254954428764,,,,,
20965,,0.06609798834571658,0.6,0.0,0.0,, <=50K
15166,0.41095890410958896,,0.5333333333333333,,0.0,, <=50K
17251,0.2328767123287671,,,,,0.39795918367346933, <=50K
13916,0.7123287671232876,,,0.0,0.0,, <=50K
4526,,0.04127830374485541,0.2,0.0,,0.346938775510204,
28513,0.5205479452054793,,0.8,0.0,0.0,0.14285714285714282, <=50K
29091,,0.13747232447263688,0.5333333333333333,0.0,0.45316804407713496,0.346938775510204,
4571,0.2328767123287671,,,,,,
11081,,,0.6,,0.0,,
24987,0.547945205479452,0.18428845030629848,,0.0,0.0,0.39795918367346933,
21416,,,0.6,0.0,0.0,0.39795918367346933, <=50K
23559,0.1917808219178082,0.015001833715923446,0.9333333333333333,0.0,0.0,0.5, <=50K
202,0.46575342465753417,0.16777685714673804,,0.0,,0.5,
25900,,0.11853275559962512,,,,0.39795918367346933, <=50K
26790,0.136986301369863,,0.4,,0.0,, <=50K
1421,,0.16565721737004388,,,0.0,0.39795918367346933, <=50K
28345,0.3972602739726027,0.46394778663696506,0.5333333333333333,0.0,0.0,0.43877551020408156,
19201,0.4794520547945205,0.1654704500074707,,0.0,,0.2346938775510204,
8968,,,,0.0,0.0,0.24489795918367346, <=50K
21750,,,0.6,,,0.11224489795918367,
3838,,,,0.03137031370313703,,, <=50K
29793,,0.12780728324798632,0.6,,,0.39795918367346933, <=50K
16179,,0.07263484603577784,,,0.0,0.14285714285714282,
13389,0.30136986301369856,0.02429877344779343,0.6,,0.0,0.6020408163265305, <=50K
11833,,,0.8,0.0,,0.9999999999999999, <=50K
646,0.1917808219178082,0.2647369636380924,,0.0,0.0,0.39795918367346933, <=50K
9176,,,,,0.0,,
28356,0.32876712328767127,0.2102246641583244,0.5333333333333333,,0.0,0.07142857142857142,
21149,,0.06383233044919248,0.6,,0.0,, <=50K
9531,0.6575342465753424,,0.5333333333333333,0.0,0.0,, <=50K
15645,,,0.6,0.0,,, <=50K
4778,0.1506849315068493,0.1280436288558971,,0.0,0.0,0.846938775510204, <=50K
24234,0.0821917808219178,0.015731245161027425,0.6,,,0.24489795918367346,
16104,0.0821917808219178,0.2765983890466036,,,,,
10669,0.0958904109589041,,,0.0,,0.5,
12428,,0.13899295038100543,,,0.0,0.39795918367346933, <=50K
6646,,0.14360508550549436,0.6,,0.0,0.39795918367346933, <=50K
30410,0.6438356164383561,,0.6666666666666666,0.0,0.0,0.47959183673469385, <=50K
212,0.2465753424657534,0.09610369323970064,0.6,,0.0,0.39795918367346933,
10606,0.4520547945205479,,0.6,,0.0,0.39795918367346933, <=50K
726,,0.06738362695426577,,0.0,,0.39795918367346933,
32138,0.4520547945205479,,,0.0,0.5610651974288338,0.39795918367346933, >50K
21263,,0.07059466728243301,0.2,0.0,0.0,,
4506,0.2465753424657534,0.11459705790467394,,,,,
11816,0.2465753424657534,,0.6,0.0,0.0,0.39795918367346933, <=50K
31782,0.2876712328767123,0.15396082639464284,0.6,0.0,0.0,, <=50K
24287,,0.266320750872713,,0.0,0.0,,
28797,0.3835616438356165,0.10443419676451013,0.5333333333333333,0.0,,, <=50K
14686,0.1780821917808219,0.027845315874546667,,0.0,,0.520408163265306,
6915,0.6164383561643836,0.12549068879803318,0.6666666666666666,0.0,,, <=50K
30272,,0.16570883307751866,,,0.0,0.2959183673469387, <=50K
28193,0.0547945205479452,0.2483299602015729,,0.0,0.5456841138659321,0.47959183673469385, <=50K
18774,0.1780821917808219,0.09916056559948928,,,,0.39795918367346933, <=50K
22250,0.0821917808219178,0.03547561157821817,,,,0.2959183673469387, <=50K
15955,0.46575342465753417,0.2580792165278929,0.5333333333333333,0.0,0.0,0.39795918367346933,
23853,,0.14215169584765217,0.5333333333333333,0.0,0.0,0.39795918367346933, >50K
3527,,,0.5333333333333333,0.0,0.0,, <=50K
18068,0.30136986301369856,,0.6,,0.43663911845730025,0.5, >50K
18519,,0.2783607937952487,0.6,,0.0,0.39795918367346933,
7796,0.4246575342465753,,,,,,
6764,0.27397260273972607,0.14788579345567163,0.5333333333333333,0.0,,0.4591836734693877, >50K
16188,0.5616438356164384,0.20241167601635404,0.8,0.0,0.0,0.39795918367346933, >50K
15240,0.3698630136986301,,0.6,0.0,0.0,, <=50K
9086,0.3424657534246575,0.017375477105717116,0.6,,0.36501377410468316,0.39795918367346933, <=50K
11604,,0.23515573002268375,,0.0,,0.39795918367346933, >50K
12060,,,0.5333333333333333,,0.0,0.5,
21089,,0.15023838307004794,,,0.0,,
19395,,0.1161346626641855,0.8,,0.0,0.5,
12679,,0.17361011124543269,0.8,0.0,,, >50K
2390,0.1780821917808219,,0.5333333333333333,0.0,,0.6530612244897959, >50K
2388,,0.1278269787153122,0.2,,0.0,, <=50K
7937,0.0273972602739726,0.07203583216745223,0.6,,,0.1530612244897959,
20059,,,0.5333333333333333,0.0,0.0,0.39795918367346933, <=50K
30422,0.547945205479452,0.11824139851401094,0.8,,,, >50K
21933,0.6849315068493149,0.06313891416851171,0.6,0.07978079780797807,,0.346938775510204,
4009,0.5753424657534245,0.1522262669618723,,0.0,0.0,0.5,
15750,0.2876712328767123,0.06421605248502466,0.5333333333333333,0.0,0.0,0.39795918367346933,
16130,,0.2427249018622404,0.5333333333333333,0.0,0.0,0.42857142857142855, <=50K
23140,,0.04857785142826096,,0.0,,0.6020408163265305, <=50K
25618,0.3835616438356165,0.043277733255457,0.8,,,0.5,
15844,,0.14319691392401626,0.5333333333333333,0.0,,,
