ID,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,target_ <=50K,target_ >50K
9714.0,0.1780821917808219,0.0973730321511525,0.5333333333333333,0.0,0.0,0.3571428571428571,1.0,0.0
1826.0,0.0684931506849315,0.1294705315059562,0.5333333333333333,1.0,0.0,0.3979591836734693,0.0,1.0
9507.0,0.0958904109589041,0.0687174855000611,0.5333333333333333,0.0,0.0,0.3979591836734693,1.0,0.0
27887.0,0.0821917808219178,0.3009168579617229,0.6444444444444445,0.0,0.0,0.3979591836734693,1.0,0.0
13104.0,0.4885844748858447,0.106843835318727,0.4,0.0,0.0,0.3979591836734693,1.0,0.0
24015.0,0.5616438356164384,0.2315636842748672,0.8,0.2782827828278282,0.0,0.5,0.0,1.0
19696.0,0.1780821917808219,0.2592195161706578,0.7333333333333334,0.0,0.0,0.2448979591836734,1.0,0.0
24628.0,0.5342465753424657,0.111377867727958,0.5333333333333333,0.0,0.0,0.5,1.0,0.0
23523.0,0.1917808219178082,0.6933734939759036,0.8,0.086140861408614,0.0,0.3979591836734693,0.0,1.0
27094.0,0.0958904109589041,0.112224093668926,0.6666666666666666,0.0,0.0,0.3979591836734693,1.0,0.0
5974.0,0.4383561643835617,0.0860214250462956,0.5333333333333333,0.0,0.0,0.3979591836734693,0.0,0.0
18919.0,0.3972602739726027,0.10704192191539551,0.6,0.0,0.0,0.4795918367346938,0.0,0.0
7657.0,0.547945205479452,0.0336860406677442,0.5333333333333333,0.0,0.0,0.6020408163265305,0.0,1.0
16258.0,0.2602739726027397,0.1021216772388313,0.5333333333333333,0.0,0.0,0.3979591836734693,1.0,0.0
20827.0,0.4840182648401827,0.1725024109968623,0.4,0.068490684906849,0.0,0.3979591836734693,1.0,0.0
12981.0,0.0,0.102178273409308,0.5777777777777778,0.0,0.0,0.0714285714285714,1.0,0.0
23438.0,0.0410958904109589,0.1523390065334619,0.7555555555555555,0.0,0.0,0.3979591836734693,1.0,0.0
4155.0,0.6712328767123288,0.10566912520431217,0.2,0.0,0.0,0.5170068027210883,1.0,0.0
3793.0,0.23287671232876714,0.0272252482308037,0.6,0.0,0.0,0.1938775510204081,1.0,0.0
20736.0,0.3424657534246575,0.1086727971638527,0.8666666666666667,0.0,0.0,0.3979591836734693,0.0,1.0
28891.0,0.0821917808219178,0.12365855756736073,0.7333333333333334,0.0,0.0,0.1938775510204081,1.0,0.0
26974.0,0.4246575342465753,0.0789007212615965,0.5333333333333333,0.0,0.0,0.4183673469387755,0.0,1.0
6382.0,0.5616438356164384,0.1206503579141821,0.6,0.0,0.0,0.6530612244897959,0.0,1.0
29410.0,0.0684931506849315,0.1183684003205607,0.5333333333333333,0.0,0.0,0.4591836734693877,1.0,0.0
13182.0,0.6164383561643836,0.125644177612366,0.5333333333333333,0.0,0.0,0.3979591836734693,0.0,0.0
23768.0,0.2328767123287671,0.1024334089458171,0.8666666666666667,0.0,0.0,0.3299319727891155,1.0,0.0
9971.0,0.0,0.1063025495442876,0.2,0.0,0.0,0.4489795918367346,1.0,0.0
20965.0,0.1232876712328767,0.0660979883457165,0.5777777777777778,0.0,0.0,0.34693877551020397,1.0,0.0
15166.0,0.4109589041095889,0.0677177707447603,0.5333333333333333,0.0,0.0,0.336734693877551,1.0,0.0
17251.0,0.2328767123287671,0.1460160823678026,0.6,0.0,0.0,0.3979591836734693,1.0,0.0
13916.0,0.7123287671232876,0.18329235770590813,0.3333333333333333,0.0,0.0,0.2448979591836734,1.0,0.0
4526.0,0.4109589041095889,0.0412783037448554,0.6222222222222222,0.0,0.0,0.346938775510204,1.0,0.0
28513.0,0.3789954337899543,0.14754033043108164,0.8,0.0,0.0,0.1428571428571428,1.0,0.0
29091.0,0.4748858447488584,0.1374723244726368,0.5333333333333333,0.0,0.4531680440771349,0.346938775510204,1.0,0.0
4571.0,0.2328767123287671,0.1951549150378289,0.8666666666666667,0.0,0.4366391184573002,0.5,0.0,1.0
11081.0,0.3561643835616437,0.0430970782792953,0.6,0.0,0.0,0.4489795918367346,1.0,0.0
24987.0,0.547945205479452,0.1842884503062984,0.6,0.0,0.0,0.3979591836734693,1.0,0.0
21416.0,0.4520547945205479,0.0544688336208418,0.6,0.0,0.0,0.3979591836734693,1.0,0.0
23559.0,0.1917808219178082,0.0150018337159234,0.9333333333333332,0.0,0.0,0.5,1.0,0.0
202.0,0.4657534246575341,0.167776857146738,0.8,0.0,0.0,0.5,0.0,1.0
25900.0,0.2968036529680365,0.1185327555996251,0.5333333333333333,0.0,0.0,0.3979591836734693,1.0,0.0
26790.0,0.3789954337899543,0.4711570068322897,0.4,0.0,0.0,0.3979591836734693,1.0,0.0
1421.0,0.3150684931506849,0.1656572173700438,0.6666666666666666,0.0,0.0,0.3979591836734693,1.0,0.0
28345.0,0.3972602739726027,0.463947786636965,0.5333333333333333,0.0,0.0,0.4387755102040815,1.0,0.0
19201.0,0.4794520547945205,0.1654704500074707,0.6,0.0,0.0,0.2346938775510204,1.0,0.0
8968.0,0.6027397260273972,0.1383158337974219,0.6,0.0,0.0,0.2448979591836734,1.0,0.0
21750.0,0.0547945205479452,0.0100270303310196,0.6,0.0,0.0,0.1122448979591836,1.0,0.0
3838.0,0.3835616438356165,0.1540375708018092,0.5777777777777778,0.031370313703137,0.0,0.3979591836734693,1.0,0.0
29793.0,0.4246575342465753,0.1278072832479863,0.6,0.0,0.0,0.3979591836734693,1.0,0.0
16179.0,0.0273972602739726,0.0726348460357778,0.6,0.0,0.0,0.1428571428571428,1.0,0.0
13389.0,0.3013698630136985,0.0242987734477934,0.6,0.0,0.0,0.6020408163265305,1.0,0.0
11833.0,0.5616438356164384,0.103619891063691,0.6444444444444445,0.0,0.0,1.0,1.0,0.0
646.0,0.1917808219178082,0.2647369636380924,0.5333333333333333,0.0,0.0,0.3979591836734693,0.0,0.0
9176.0,0.0410958904109589,0.1197531954197851,0.6,0.0,0.0,0.3775510204081632,1.0,0.0
28356.0,0.4109589041095891,0.08445008896917994,0.6222222222222222,0.0,0.0,0.0714285714285714,1.0,0.0
21149.0,0.0273972602739726,0.0638323304491924,0.6,0.0,0.0,0.3775510204081632,1.0,0.0
9531.0,0.6575342465753424,0.10631658539456583,0.5333333333333333,0.0,0.0,0.3979591836734693,1.0,0.0
15645.0,0.2191780821917808,0.06681585417204323,0.6,0.0,0.0,0.3979591836734693,1.0,0.0
4778.0,0.1506849315068493,0.1280436288558971,0.2,0.0,0.0,0.846938775510204,1.0,0.0
24234.0,0.0821917808219178,0.0157312451610274,0.6,0.0,0.0,0.2448979591836734,1.0,0.0
16104.0,0.0821917808219178,0.2765983890466036,0.5333333333333333,0.0,0.0,0.5408163265306122,1.0,0.0
10669.0,0.5342465753424657,0.1279485472894962,0.5333333333333333,0.0,0.0,0.5,1.0,0.0
12428.0,0.5205479452054793,0.1389929503810054,0.5333333333333333,0.0,0.0,0.3979591836734693,1.0,0.0
6646.0,0.273972602739726,0.1436050855054943,0.6,0.0,0.0,0.3979591836734693,1.0,0.0
30410.0,0.6438356164383561,0.0848399233914236,0.6666666666666666,0.0,0.0,0.4795918367346938,1.0,0.0
212.0,0.2465753424657534,0.0961036932397006,0.6,0.0,0.0,0.3979591836734693,1.0,0.0
10606.0,0.4520547945205479,0.0991558115211692,0.6,0.0,0.0,0.3979591836734693,1.0,0.0
726.0,0.3698630136986301,0.0673836269542657,0.5333333333333333,0.0,0.0,0.3979591836734693,1.0,0.0
32138.0,0.4520547945205479,0.0741337390146833,0.4,0.0,0.5610651974288338,0.3979591836734693,0.0,0.0
21263.0,0.5890410958904109,0.070594667282433,0.2,0.0,0.0,0.3979591836734693,1.0,0.0
4506.0,0.2465753424657534,0.1145970579046739,0.5333333333333333,0.0,0.0,0.6020408163265305,1.0,0.0
11816.0,0.2465753424657534,0.1603407995001426,0.6,0.0,0.0,0.3979591836734693,1.0,0.0
31782.0,0.2876712328767123,0.1539608263946428,0.8222222222222223,0.0,0.0,0.6020408163265305,1.0,0.0
24287.0,0.136986301369863,0.266320750872713,0.6,0.008600086000860001,0.0,0.3979591836734693,1.0,0.0
28797.0,0.3835616438356165,0.1044341967645101,0.5333333333333333,0.0,0.0,0.3979591836734693,1.0,0.0
14686.0,0.2785388127853881,0.0278453158745466,0.5333333333333333,0.0,0.0,0.520408163265306,0.0,1.0
6915.0,0.6164383561643836,0.1254906887980331,0.6,0.0,0.0,0.5,1.0,0.0
30272.0,0.0821917808219178,0.1657088330775186,0.2,0.017260172601726,0.0,0.2959183673469387,1.0,0.0
28193.0,0.0547945205479452,0.2483299602015729,0.6,0.0,0.5456841138659321,0.4795918367346938,1.0,0.0
18774.0,0.1780821917808219,0.0991605655994892,0.8,0.0,0.0,0.46598639455782304,1.0,0.0
22250.0,0.0821917808219178,0.146110032010794,0.5333333333333333,0.0,0.0,0.2959183673469387,1.0,0.0
15955.0,0.4657534246575341,0.30409575166505937,0.7111111111111111,0.0,0.0,0.3979591836734693,0.0,1.0
23853.0,0.6301369863013697,0.1421516958476521,0.8000000000000002,0.0,0.0,0.3979591836734693,0.0,1.0
3527.0,0.0958904109589041,0.11063283573980243,0.5555555555555555,0.0,0.0,0.3979591836734693,1.0,0.0
18068.0,0.3013698630136985,0.0126533190258214,0.6,0.0,0.0,0.5,0.0,1.0
18519.0,0.7397260273972601,0.2783607937952487,0.6,0.2005120051200511,0.0,0.3979591836734693,0.0,1.0
7796.0,0.4246575342465753,0.1773610790399478,0.7111111111111111,0.0,0.3624885215794307,0.3979591836734693,0.0,0.0
6764.0,0.273972602739726,0.1478857934556716,0.5333333333333333,0.0,0.0,0.4591836734693877,0.0,0.0
16188.0,0.5616438356164384,0.202411676016354,0.8,0.0,0.0,0.3979591836734693,0.0,1.0
15240.0,0.3698630136986301,0.2420994009861316,0.6,0.0,0.0,0.3639455782312924,1.0,0.0
9086.0,0.3972602739726027,0.0173754771057171,0.6,0.0,0.3650137741046831,0.3979591836734693,1.0,0.0
